INFO:root:[AutoTrain] ep=0, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.995, confidence=0.0769
INFO:root:[AutoTrain] ep=404, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.131, confidence=0.7302
INFO:root:[AutoTrain] ep=405, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.131, confidence=0.6121
INFO:root:[AutoTrain] ep=406, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=0, rew=-1, eps=0.130, confidence=0.0769
INFO:root:[AutoTrain] ep=407, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.129, confidence=1.0009
INFO:root:[AutoTrain] ep=408, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.129, confidence=0.4643
INFO:root:[AutoTrain] ep=409, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.128, confidence=0.9163
INFO:root:[AutoTrain] ep=410, question='What is the capital of Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.127, confidence=-0.5778
INFO:root:[AutoTrain] ep=411, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=3, rew=-1, eps=0.127, confidence=0.0769
INFO:root:[AutoTrain] ep=412, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.126, confidence=0.7713
INFO:root:[AutoTrain] ep=413, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.126, confidence=-0.5197
INFO:root:[AutoTrain] ep=414, question='Czech Republic official language?', correct=10, chosen=9, rew=-1, eps=0.125, confidence=0.0769
INFO:root:[AutoTrain] ep=415, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.124, confidence=0.7040
INFO:root:[AutoTrain] ep=416, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=8, rew=-1, eps=0.124, confidence=-0.1839
INFO:root:[AutoTrain] ep=417, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.123, confidence=0.6015
INFO:root:[AutoTrain] ep=418, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.122, confidence=0.9951
INFO:root:[AutoTrain] ep=419, question='Give me an example of a secure password.', correct=4, chosen=7, rew=-1, eps=0.122, confidence=-0.1901
INFO:root:[AutoTrain] ep=420, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.121, confidence=-0.1380
INFO:root:[AutoTrain] ep=421, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.121, confidence=0.8886
INFO:root:[AutoTrain] ep=422, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.120, confidence=0.1738
INFO:root:[AutoTrain] ep=423, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.119, confidence=-0.1205
INFO:root:[AutoTrain] ep=424, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.119, confidence=1.0146
INFO:root:[AutoTrain] ep=425, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=7, rew=-1, eps=0.118, confidence=-0.6110
INFO:root:[AutoTrain] ep=426, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.118, confidence=0.6270
INFO:root:[AutoTrain] ep=427, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.117, confidence=0.8739
INFO:root:[AutoTrain] ep=428, question='What is the language used in the Czech Republic?', correct=10, chosen=4, rew=-1, eps=0.116, confidence=0.0769
INFO:root:[AutoTrain] ep=429, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.116, confidence=0.9238
INFO:root:[AutoTrain] ep=430, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.115, confidence=0.6413
INFO:root:[AutoTrain] ep=431, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.115, confidence=0.9224
INFO:root:[AutoTrain] ep=432, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.114, confidence=0.1932
INFO:root:[AutoTrain] ep=433, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.114, confidence=0.8174
INFO:root:[AutoTrain] ep=434, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.113, confidence=0.9261
INFO:root:[AutoTrain] ep=435, question='What is the next winning lottery number?', correct=11, chosen=0, rew=-1, eps=0.112, confidence=0.0769
INFO:root:[AutoTrain] ep=436, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.112, confidence=0.9741
INFO:root:[AutoTrain] ep=437, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.111, confidence=0.6718
INFO:root:[AutoTrain] ep=438, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.111, confidence=0.4976
INFO:root:[AutoTrain] ep=439, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.110, confidence=-0.2498
INFO:root:[AutoTrain] ep=440, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.110, confidence=0.9293
INFO:root:[AutoTrain] ep=441, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.109, confidence=-0.2421
INFO:root:[AutoTrain] ep=442, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.109, confidence=0.6478
INFO:root:[AutoTrain] ep=443, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=7, rew=-1, eps=0.108, confidence=-0.4825
INFO:root:[AutoTrain] ep=444, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.107, confidence=0.9556
INFO:root:[AutoTrain] ep=445, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.107, confidence=-0.1752
INFO:root:[AutoTrain] ep=446, question='What is the difference between a city and a country?', correct=4, chosen=2, rew=-1, eps=0.106, confidence=-0.7235
INFO:root:[AutoTrain] ep=447, question='What is the difference between a city and a country?', correct=4, chosen=2, rew=-1, eps=0.106, confidence=-0.7210
INFO:root:[AutoTrain] ep=448, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.105, confidence=-0.1017
INFO:root:[AutoTrain] ep=449, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.105, confidence=1.0564
INFO:root:[AutoTrain] ep=450, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.104, confidence=0.5915
INFO:root:[AutoTrain] ep=451, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.104, confidence=0.0646
INFO:root:[AutoTrain] ep=452, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.103, confidence=0.1038
INFO:root:[AutoTrain] ep=453, question='Warsaw is the capital of which country?', correct=8, chosen=3, rew=-1, eps=0.103, confidence=0.0769
INFO:root:[AutoTrain] ep=454, question='How many days in leap year February?', correct=3, chosen=5, rew=-1, eps=0.102, confidence=0.0769
INFO:root:[AutoTrain] ep=455, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=8, rew=-1, eps=0.102, confidence=-0.2073
INFO:root:[AutoTrain] ep=456, question='Capitol of Poland?', correct=0, chosen=4, rew=-1, eps=0.101, confidence=0.0769
INFO:root:[AutoTrain] ep=457, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.101, confidence=0.0344
INFO:root:[AutoTrain] ep=458, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.100, confidence=1.1846
INFO:root:[AutoTrain] ep=459, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.100, confidence=0.0751
INFO:root:[AutoTrain] ep=460, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=8, rew=-1, eps=0.099, confidence=-0.4258
INFO:root:[AutoTrain] ep=461, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.099, confidence=-0.6669
INFO:root:[AutoTrain] ep=462, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.098, confidence=-0.6716
INFO:root:[AutoTrain] ep=463, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.098, confidence=1.0041
INFO:root:[AutoTrain] ep=464, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.097, confidence=-0.6745
INFO:root:[AutoTrain] ep=465, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=0, rew=-1, eps=0.097, confidence=0.0769
INFO:root:[AutoTrain] ep=466, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.096, confidence=0.5458
INFO:root:[AutoTrain] ep=467, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.096, confidence=1.1041
INFO:root:[AutoTrain] ep=468, question='What is the capital of the Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.095, confidence=-0.5708
INFO:root:[AutoTrain] ep=469, question='What are the main colors of the Polish flag?', correct=4, chosen=7, rew=-1, eps=0.095, confidence=-0.4698
INFO:root:[AutoTrain] ep=470, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.094, confidence=0.8847
INFO:root:[AutoTrain] ep=471, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.094, confidence=0.7414
INFO:root:[AutoTrain] ep=472, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.093, confidence=0.9012
INFO:root:[AutoTrain] ep=473, question='What is the capital of Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.093, confidence=-0.5573
INFO:root:[AutoTrain] ep=474, question='Explain the concept of gravity in simple terms.', correct=4, chosen=5, rew=-1, eps=0.092, confidence=-0.7446
INFO:root:[AutoTrain] ep=475, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.092, confidence=0.1964
INFO:root:[AutoTrain] ep=476, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.092, confidence=0.9182
INFO:root:[AutoTrain] ep=477, question='What is the capital of Germany?', correct=6, chosen=8, rew=-1, eps=0.091, confidence=-0.6234
INFO:root:[AutoTrain] ep=478, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.091, confidence=0.5180
INFO:root:[AutoTrain] ep=479, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=11, rew=-1, eps=0.090, confidence=0.5906
INFO:root:[AutoTrain] ep=480, question='What is the capital of Germany?', correct=6, chosen=8, rew=-1, eps=0.090, confidence=-0.6268
INFO:root:[AutoTrain] ep=481, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.089, confidence=0.4635
INFO:root:[AutoTrain] ep=482, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.089, confidence=0.2122
INFO:root:[AutoTrain] ep=483, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.088, confidence=0.3128
INFO:root:[AutoTrain] ep=484, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.088, confidence=0.3010
INFO:root:[AutoTrain] ep=485, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.088, confidence=0.9759
INFO:root:[AutoTrain] ep=486, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.087, confidence=1.2477
INFO:root:[AutoTrain] ep=487, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.087, confidence=0.9422
INFO:root:[AutoTrain] ep=488, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.086, confidence=0.9930
INFO:root:[AutoTrain] ep=489, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=7, rew=-1, eps=0.086, confidence=-0.7124
INFO:root:[AutoTrain] ep=490, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.085, confidence=0.6188
INFO:root:[AutoTrain] ep=491, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.085, confidence=1.1071
INFO:root:[AutoTrain] ep=492, question='What is the capital of Germany?', correct=6, chosen=8, rew=-1, eps=0.084, confidence=-0.7544
INFO:root:[AutoTrain] ep=493, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.084, confidence=0.8713
INFO:root:[AutoTrain] ep=494, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.084, confidence=1.0063
INFO:root:[AutoTrain] ep=495, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.083, confidence=0.9864
INFO:root:[AutoTrain] ep=496, question='Can you tell me what I had for breakfast today?', correct=11, chosen=10, rew=-1, eps=0.083, confidence=0.0769
INFO:root:[AutoTrain] ep=497, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.082, confidence=0.3260
INFO:root:[AutoTrain] ep=498, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=11, rew=-1, eps=0.082, confidence=0.6377
INFO:root:[AutoTrain] ep=499, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=11, rew=-1, eps=0.082, confidence=0.6311
INFO:root:[AutoTrain] ep=500, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.081, confidence=1.0509
INFO:root:[AutoTrain] ep=501, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.081, confidence=0.8139
INFO:root:[AutoTrain] ep=502, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.080, confidence=0.3937
INFO:root:[AutoTrain] ep=503, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.080, confidence=0.9448
INFO:root:[AutoTrain] ep=504, question='What is the capital of the Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.080, confidence=-0.5887
INFO:root:[AutoTrain] ep=505, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.079, confidence=1.0516
INFO:root:[AutoTrain] ep=506, question='Who will be the next president of Poland?', correct=11, chosen=1, rew=-1, eps=0.079, confidence=0.7194
INFO:root:[AutoTrain] ep=507, question='University in Hradec Kralove?', correct=2, chosen=9, rew=-1, eps=0.078, confidence=0.0769
INFO:root:[AutoTrain] ep=508, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.078, confidence=1.1209
INFO:root:[AutoTrain] ep=509, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.078, confidence=0.8524
INFO:root:[AutoTrain] ep=510, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.077, confidence=0.9608
INFO:root:[AutoTrain] ep=511, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.077, confidence=0.2725
INFO:root:[AutoTrain] ep=512, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.076, confidence=0.9316
INFO:root:[AutoTrain] ep=513, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.076, confidence=0.5918
INFO:root:[AutoTrain] ep=514, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.076, confidence=0.2348
INFO:root:[AutoTrain] ep=515, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=8, rew=-1, eps=0.075, confidence=-0.7692
INFO:root:[AutoTrain] ep=516, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.075, confidence=1.0032
INFO:root:[AutoTrain] ep=517, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=11, rew=-1, eps=0.075, confidence=0.4743
INFO:root:[AutoTrain] ep=518, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.074, confidence=0.9956
INFO:root:[AutoTrain] ep=519, question='What day is New Year?', correct=7, chosen=9, rew=-1, eps=0.074, confidence=0.0769
INFO:root:[AutoTrain] ep=520, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.073, confidence=1.0544
INFO:root:[AutoTrain] ep=521, question='What is the capital of the Czech Republic?', correct=5, chosen=3, rew=-1, eps=0.073, confidence=0.0769
INFO:root:[AutoTrain] ep=522, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.073, confidence=0.6531
INFO:root:[AutoTrain] ep=523, question='What is the capital of the Czech Republic?', correct=5, chosen=0, rew=-1, eps=0.072, confidence=-0.6141
INFO:root:[AutoTrain] ep=524, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=2, rew=-1, eps=0.072, confidence=-0.5890
INFO:root:[AutoTrain] ep=525, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.072, confidence=0.8935
INFO:root:[AutoTrain] ep=526, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.071, confidence=0.6475
INFO:root:[AutoTrain] ep=527, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.071, confidence=0.7476
INFO:root:[AutoTrain] ep=528, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.071, confidence=0.4957
INFO:root:[AutoTrain] ep=529, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.070, confidence=0.9908
INFO:root:[AutoTrain] ep=530, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.070, confidence=0.8569
INFO:root:[AutoTrain] ep=531, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.069, confidence=1.1174
INFO:root:[AutoTrain] ep=532, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=8, rew=-1, eps=0.069, confidence=-0.8335
INFO:root:[AutoTrain] ep=533, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.069, confidence=0.2702
INFO:root:[AutoTrain] ep=534, question='Explain the concept of gravity in simple terms.', correct=4, chosen=9, rew=-1, eps=0.068, confidence=-0.7426
INFO:root:[AutoTrain] ep=535, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.068, confidence=0.9034
INFO:root:[AutoTrain] ep=536, question='Lady with Ermine location?', correct=8, chosen=2, rew=-1, eps=0.068, confidence=0.0769
INFO:root:[AutoTrain] ep=537, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.067, confidence=1.0074
INFO:root:[AutoTrain] ep=538, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.067, confidence=0.9501
INFO:root:[AutoTrain] ep=539, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.067, confidence=0.3186
INFO:root:[AutoTrain] ep=540, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.066, confidence=1.0748
INFO:root:[AutoTrain] ep=541, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.066, confidence=0.9843
INFO:root:[AutoTrain] ep=542, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.066, confidence=0.9732
INFO:root:[AutoTrain] ep=543, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.065, confidence=0.9405
INFO:root:[AutoTrain] ep=544, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.065, confidence=0.9777
INFO:root:[AutoTrain] ep=545, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.065, confidence=1.0213
INFO:root:[AutoTrain] ep=546, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.064, confidence=0.5985
INFO:root:[AutoTrain] ep=547, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=10, rew=-1, eps=0.064, confidence=-0.5074
INFO:root:[AutoTrain] ep=548, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.064, confidence=0.3162
INFO:root:[AutoTrain] ep=549, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.063, confidence=0.9206
INFO:root:[AutoTrain] ep=550, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.063, confidence=1.0685
INFO:root:[AutoTrain] ep=551, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.063, confidence=1.0112
INFO:root:[AutoTrain] ep=552, question='What are the main colors of the Polish flag?', correct=4, chosen=7, rew=-1, eps=0.063, confidence=-0.5524
INFO:root:[AutoTrain] ep=553, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.062, confidence=0.9971
INFO:root:[AutoTrain] ep=554, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.062, confidence=0.9418
INFO:root:[AutoTrain] ep=555, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.062, confidence=0.6181
INFO:root:[AutoTrain] ep=556, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.061, confidence=0.9111
INFO:root:[AutoTrain] ep=557, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.061, confidence=0.2493
INFO:root:[AutoTrain] ep=558, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.061, confidence=1.0562
INFO:root:[AutoTrain] ep=559, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.060, confidence=0.9617
INFO:root:[AutoTrain] ep=560, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.060, confidence=0.9266
INFO:root:[AutoTrain] ep=561, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.060, confidence=0.9081
INFO:root:[AutoTrain] ep=562, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.059, confidence=0.9076
INFO:root:[AutoTrain] ep=563, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.059, confidence=1.0559
INFO:root:[AutoTrain] ep=564, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.059, confidence=0.8947
INFO:root:[AutoTrain] ep=565, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.059, confidence=0.7167
INFO:root:[AutoTrain] ep=566, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.058, confidence=1.0088
INFO:root:[AutoTrain] ep=567, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.058, confidence=-0.2119
INFO:root:[AutoTrain] ep=568, question='Explain the concept of gravity in simple terms.', correct=4, chosen=9, rew=-1, eps=0.058, confidence=-0.8299
INFO:root:[AutoTrain] ep=569, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.057, confidence=0.8828
INFO:root:[AutoTrain] ep=570, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.057, confidence=0.2258
INFO:root:[AutoTrain] ep=571, question='What is the capital of the Czech Republic?', correct=5, chosen=0, rew=-1, eps=0.057, confidence=-0.5151
INFO:root:[AutoTrain] ep=572, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.057, confidence=1.0491
INFO:root:[AutoTrain] ep=573, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.056, confidence=0.8758
INFO:root:[AutoTrain] ep=574, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.056, confidence=0.9210
INFO:root:[AutoTrain] ep=575, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.056, confidence=0.9024
INFO:root:[AutoTrain] ep=576, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.055, confidence=-0.2167
INFO:root:[AutoTrain] ep=577, question='What is the capital of Czech Republic?', correct=5, chosen=0, rew=-1, eps=0.055, confidence=-0.5943
INFO:root:[AutoTrain] ep=578, question='What is the capital of the Czech Republic?', correct=5, chosen=0, rew=-1, eps=0.055, confidence=-0.6051
INFO:root:[AutoTrain] ep=579, question='What is capital of Germany?', correct=6, chosen=2, rew=-1, eps=0.055, confidence=-0.8883
INFO:root:[AutoTrain] ep=580, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.054, confidence=0.7626
INFO:root:[AutoTrain] ep=581, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.054, confidence=1.2313
INFO:root:[AutoTrain] ep=582, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.054, confidence=-0.0422
INFO:root:[AutoTrain] ep=583, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.054, confidence=0.9096
INFO:root:[AutoTrain] ep=584, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.053, confidence=0.8622
INFO:root:[AutoTrain] ep=585, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.053, confidence=0.9732
INFO:root:[AutoTrain] ep=586, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.053, confidence=0.9277
INFO:root:[AutoTrain] ep=587, question='Give me an example of a secure password.', correct=4, chosen=10, rew=-1, eps=0.052, confidence=-0.3736
INFO:root:[AutoTrain] ep=588, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.052, confidence=0.9408
INFO:root:[AutoTrain] ep=589, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.052, confidence=0.9668
INFO:root:[AutoTrain] ep=590, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.052, confidence=0.4469
INFO:root:[AutoTrain] ep=591, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.051, confidence=0.6432
INFO:root:[AutoTrain] ep=592, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.051, confidence=0.6221
INFO:root:[AutoTrain] ep=593, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.051, confidence=0.9295
INFO:root:[AutoTrain] ep=594, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.051, confidence=0.4281
INFO:root:[AutoTrain] ep=595, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.050, confidence=0.9199
INFO:root:[AutoTrain] ep=596, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.050, confidence=0.9544
INFO:root:[AutoTrain] ep=597, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.050, confidence=1.0122
INFO:root:[AutoTrain] ep=598, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.050, confidence=1.0132
INFO:root:[AutoTrain] ep=599, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.049, confidence=0.4604
INFO:root:[AutoTrain] ep=600, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.049, confidence=0.9625
INFO:root:[AutoTrain] ep=601, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.049, confidence=1.0134
INFO:root:[AutoTrain] ep=602, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.049, confidence=0.8413
INFO:root:[AutoTrain] ep=603, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.048, confidence=0.5347
INFO:root:[AutoTrain] ep=604, question='What is the capital of the Czech Republic?', correct=5, chosen=0, rew=-1, eps=0.048, confidence=-0.6953
INFO:root:[AutoTrain] ep=605, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.048, confidence=0.0399
INFO:root:[AutoTrain] ep=606, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.048, confidence=0.6217
INFO:root:[AutoTrain] ep=607, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.047, confidence=1.0412
