INFO:root:[AutoTrain] ep=0, question='Language spoken in Czech Republic?', correct=10, chosen=4, rew=-1, eps=0.995, confidence=0.0769
INFO:root:[AutoTrain] ep=61, question='Explain the concept of gravity in simple terms.', correct=4, chosen=6, rew=-1, eps=0.733, confidence=0.0769
INFO:root:[AutoTrain] ep=62, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=3, rew=-1, eps=0.729, confidence=0.3113
INFO:root:[AutoTrain] ep=63, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=12, rew=-1, eps=0.726, confidence=0.0978
INFO:root:[AutoTrain] ep=64, question='Painter of the Lady with an Ermine?', correct=1, chosen=12, rew=-1, eps=0.722, confidence=0.0769
INFO:root:[AutoTrain] ep=65, question='What is UHK?', correct=2, chosen=11, rew=-1, eps=0.718, confidence=0.1069
INFO:root:[AutoTrain] ep=66, question='Is there a university called UHK?', correct=2, chosen=3, rew=-1, eps=0.715, confidence=0.0769
INFO:root:[AutoTrain] ep=67, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=5, rew=-1, eps=0.711, confidence=0.0769
INFO:root:[AutoTrain] ep=68, question='What is Poland's capital?', correct=0, chosen=2, rew=-1, eps=0.708, confidence=0.3203
INFO:root:[AutoTrain] ep=69, question='Berlin is capital of which country?', correct=12, chosen=10, rew=-1, eps=0.704, confidence=0.0769
INFO:root:[AutoTrain] ep=70, question='What is UHK?', correct=2, chosen=9, rew=-1, eps=0.701, confidence=0.0769
INFO:root:[AutoTrain] ep=71, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.697, confidence=0.1593
INFO:root:[AutoTrain] ep=72, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=3, rew=-1, eps=0.694, confidence=0.1778
INFO:root:[AutoTrain] ep=73, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=3, rew=-1, eps=0.690, confidence=0.2469
INFO:root:[AutoTrain] ep=74, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.687, confidence=0.0769
INFO:root:[AutoTrain] ep=75, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=0, rew=-1, eps=0.683, confidence=0.0769
INFO:root:[AutoTrain] ep=76, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=11, rew=-1, eps=0.680, confidence=0.1987
INFO:root:[AutoTrain] ep=77, question='How many days does February have in a leap year?', correct=3, chosen=0, rew=-1, eps=0.676, confidence=0.0769
INFO:root:[AutoTrain] ep=78, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=3, rew=-1, eps=0.673, confidence=0.2921
INFO:root:[AutoTrain] ep=79, question='What day is New Year?', correct=7, chosen=3, rew=-1, eps=0.670, confidence=0.0769
INFO:root:[AutoTrain] ep=80, question='UHK university location?', correct=2, chosen=1, rew=-1, eps=0.666, confidence=0.0516
INFO:root:[AutoTrain] ep=81, question='New Year's Day date?', correct=7, chosen=4, rew=-1, eps=0.663, confidence=0.0769
INFO:root:[AutoTrain] ep=82, question='University in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.660, confidence=0.0769
INFO:root:[AutoTrain] ep=83, question='Lady with Ermine location?', correct=8, chosen=3, rew=-1, eps=0.656, confidence=0.0792
INFO:root:[AutoTrain] ep=84, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=8, rew=-1, eps=0.653, confidence=0.0769
INFO:root:[AutoTrain] ep=85, question='What day is New Year?', correct=7, chosen=12, rew=-1, eps=0.650, confidence=0.0769
INFO:root:[AutoTrain] ep=86, question='What are the main colors of the Polish flag?', correct=4, chosen=6, rew=-1, eps=0.647, confidence=0.0769
INFO:root:[AutoTrain] ep=87, question='What will the stock market do next week?', correct=11, chosen=12, rew=-1, eps=0.643, confidence=0.0769
INFO:root:[AutoTrain] ep=88, question='Which language do people speak in Czech Republic?', correct=10, chosen=12, rew=-1, eps=0.640, confidence=0.0769
INFO:root:[AutoTrain] ep=89, question='Warsaw is the capital of what country?', correct=8, chosen=6, rew=-1, eps=0.637, confidence=0.0769
INFO:root:[AutoTrain] ep=90, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=6, rew=-1, eps=0.634, confidence=0.0769
INFO:root:[AutoTrain] ep=91, question='Give me an example of a secure password.', correct=4, chosen=10, rew=-1, eps=0.631, confidence=0.0769
INFO:root:[AutoTrain] ep=92, question='Who will be the next president of Poland?', correct=11, chosen=2, rew=-1, eps=0.627, confidence=0.0607
INFO:root:[AutoTrain] ep=93, question='Which language is spoken in Czech Republic?', correct=10, chosen=3, rew=-1, eps=0.624, confidence=0.4513
INFO:root:[AutoTrain] ep=94, question='Give me an example of a secure password.', correct=4, chosen=3, rew=-1, eps=0.621, confidence=0.1735
INFO:root:[AutoTrain] ep=95, question='Tell me about UHK', correct=2, chosen=3, rew=-1, eps=0.618, confidence=0.0210
INFO:root:[AutoTrain] ep=96, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=4, rew=-1, eps=0.615, confidence=0.0769
INFO:root:[AutoTrain] ep=97, question='Explain the concept of gravity in simple terms.', correct=4, chosen=2, rew=-1, eps=0.612, confidence=0.0769
INFO:root:[AutoTrain] ep=98, question='What language do people speak in Czech Republic?', correct=10, chosen=5, rew=-1, eps=0.609, confidence=0.0769
INFO:root:[AutoTrain] ep=99, question='Which country has Lady with an Ermine?', correct=8, chosen=0, rew=-1, eps=0.606, confidence=0.0769
INFO:root:[AutoTrain] ep=100, question='Can you tell me what I had for breakfast today?', correct=11, chosen=6, rew=-1, eps=0.603, confidence=0.0769
INFO:root:[AutoTrain] ep=101, question='What is the name of university in Hradec Kralove?', correct=2, chosen=6, rew=-1, eps=0.600, confidence=0.0769
INFO:root:[AutoTrain] ep=102, question='New Year's Day date?', correct=7, chosen=2, rew=-1, eps=0.597, confidence=0.0403
INFO:root:[AutoTrain] ep=103, question='Which language do people speak in Czech Republic?', correct=10, chosen=4, rew=-1, eps=0.594, confidence=0.0769
INFO:root:[AutoTrain] ep=104, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=0, rew=-1, eps=0.591, confidence=0.0769
INFO:root:[AutoTrain] ep=105, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.588, confidence=0.0769
INFO:root:[AutoTrain] ep=106, question='Warsaw is the capital of what country?', correct=8, chosen=2, rew=-1, eps=0.585, confidence=0.2545
INFO:root:[AutoTrain] ep=107, question='Capitol of Poland?', correct=0, chosen=2, rew=-1, eps=0.582, confidence=0.0385
INFO:root:[AutoTrain] ep=108, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.579, confidence=-0.0266
INFO:root:[AutoTrain] ep=109, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.576, confidence=0.0070
INFO:root:[AutoTrain] ep=110, question='Czech Republic language?', correct=10, chosen=3, rew=-1, eps=0.573, confidence=0.2568
INFO:root:[AutoTrain] ep=111, question='What is the capital of the Czech Republic?', correct=5, chosen=5, rew=1, eps=0.570, confidence=0.0769
INFO:root:[AutoTrain] ep=112, question='Capital of Poland is? ', correct=0, chosen=1, rew=-1, eps=0.568, confidence=0.0769
INFO:root:[AutoTrain] ep=113, question='What are the main colors of the Polish flag?', correct=4, chosen=2, rew=-1, eps=0.565, confidence=-0.0736
INFO:root:[AutoTrain] ep=114, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.562, confidence=-0.1086
INFO:root:[AutoTrain] ep=115, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.559, confidence=0.3765
INFO:root:[AutoTrain] ep=116, question='What is the language used in the Czech Republic?', correct=10, chosen=3, rew=-1, eps=0.556, confidence=-0.0117
INFO:root:[AutoTrain] ep=117, question='What is the capital of Czech Republic?', correct=5, chosen=2, rew=-1, eps=0.554, confidence=-0.1753
INFO:root:[AutoTrain] ep=118, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.551, confidence=-0.1090
INFO:root:[AutoTrain] ep=119, question='Berlin is capital of which country?', correct=12, chosen=8, rew=-1, eps=0.548, confidence=0.1430
INFO:root:[AutoTrain] ep=120, question='How many days in leap year February?', correct=3, chosen=1, rew=-1, eps=0.545, confidence=0.0769
INFO:root:[AutoTrain] ep=121, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=7, rew=-1, eps=0.543, confidence=0.0769
INFO:root:[AutoTrain] ep=122, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.540, confidence=0.0769
INFO:root:[AutoTrain] ep=123, question='What language do people speak in Czech Republic?', correct=10, chosen=3, rew=-1, eps=0.537, confidence=-0.1613
INFO:root:[AutoTrain] ep=124, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=2, rew=-1, eps=0.534, confidence=-0.2230
INFO:root:[AutoTrain] ep=125, question='Which language is spoken in Czech Republic?', correct=10, chosen=3, rew=-1, eps=0.532, confidence=0.0636
INFO:root:[AutoTrain] ep=126, question='Date of New Year's Day?', correct=7, chosen=2, rew=-1, eps=0.529, confidence=-0.2256
INFO:root:[AutoTrain] ep=127, question='Date of New Year's Day?', correct=7, chosen=2, rew=-1, eps=0.526, confidence=0.0769
INFO:root:[AutoTrain] ep=128, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.524, confidence=-0.1205
INFO:root:[AutoTrain] ep=129, question='When is New Year's Day celebrated?', correct=7, chosen=4, rew=-1, eps=0.521, confidence=0.0769
INFO:root:[AutoTrain] ep=130, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.519, confidence=0.0769
INFO:root:[AutoTrain] ep=131, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.516, confidence=-0.2844
INFO:root:[AutoTrain] ep=132, question='Capitol of Poland?', correct=0, chosen=5, rew=-1, eps=0.513, confidence=-0.1317
INFO:root:[AutoTrain] ep=133, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=2, rew=-1, eps=0.511, confidence=-0.1258
INFO:root:[AutoTrain] ep=134, question='New Year's Day date?', correct=7, chosen=1, rew=-1, eps=0.508, confidence=0.0769
INFO:root:[AutoTrain] ep=135, question='Which country has Lady with an Ermine?', correct=8, chosen=12, rew=-1, eps=0.506, confidence=0.0769
INFO:root:[AutoTrain] ep=136, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.503, confidence=0.0204
INFO:root:[AutoTrain] ep=137, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=2, rew=-1, eps=0.501, confidence=0.0769
INFO:root:[AutoTrain] ep=138, question='What is the capital of the Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.498, confidence=0.0769
INFO:root:[AutoTrain] ep=139, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=0, rew=-1, eps=0.496, confidence=0.0769
INFO:root:[AutoTrain] ep=140, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.493, confidence=-0.0058
INFO:root:[AutoTrain] ep=141, question='University in Hradec Kralove?', correct=2, chosen=5, rew=-1, eps=0.491, confidence=0.0769
INFO:root:[AutoTrain] ep=142, question='What is capital of Germany?', correct=6, chosen=2, rew=-1, eps=0.488, confidence=-0.1453
INFO:root:[AutoTrain] ep=143, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=10, rew=-1, eps=0.486, confidence=0.0769
INFO:root:[AutoTrain] ep=144, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.483, confidence=-0.3762
INFO:root:[AutoTrain] ep=145, question='Can you tell me what I had for breakfast today?', correct=11, chosen=10, rew=-1, eps=0.481, confidence=0.0769
INFO:root:[AutoTrain] ep=146, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=2, rew=-1, eps=0.479, confidence=-0.4038
INFO:root:[AutoTrain] ep=147, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.476, confidence=-0.2541
INFO:root:[AutoTrain] ep=148, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.474, confidence=-0.0464
INFO:root:[AutoTrain] ep=149, question='When is New Year's Day celebrated?', correct=7, chosen=3, rew=-1, eps=0.471, confidence=-0.2208
INFO:root:[AutoTrain] ep=150, question='What is the next winning lottery number?', correct=11, chosen=10, rew=-1, eps=0.469, confidence=0.0769
INFO:root:[AutoTrain] ep=151, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.467, confidence=0.0737
INFO:root:[AutoTrain] ep=152, question='How many days does February have in a leap year?', correct=3, chosen=6, rew=-1, eps=0.464, confidence=0.0769
INFO:root:[AutoTrain] ep=153, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.462, confidence=-0.2979
INFO:root:[AutoTrain] ep=154, question='What will the stock market do next week?', correct=11, chosen=1, rew=-1, eps=0.460, confidence=0.0769
INFO:root:[AutoTrain] ep=155, question='Is there a university called UHK?', correct=2, chosen=12, rew=-1, eps=0.458, confidence=0.0769
INFO:root:[AutoTrain] ep=156, question='When is New Year's Day celebrated?', correct=7, chosen=3, rew=-1, eps=0.455, confidence=-0.2705
INFO:root:[AutoTrain] ep=157, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=1, rew=-1, eps=0.453, confidence=-0.2012
INFO:root:[AutoTrain] ep=158, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.451, confidence=-0.3097
INFO:root:[AutoTrain] ep=159, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.448, confidence=-0.3155
INFO:root:[AutoTrain] ep=160, question='When is January 1 celebrated?', correct=7, chosen=10, rew=-1, eps=0.446, confidence=-0.0056
INFO:root:[AutoTrain] ep=161, question='Czech Republic language?', correct=10, chosen=12, rew=-1, eps=0.444, confidence=0.0769
INFO:root:[AutoTrain] ep=162, question='Is there a university called UHK?', correct=2, chosen=11, rew=-1, eps=0.442, confidence=0.0769
INFO:root:[AutoTrain] ep=163, question='What is the capital of Poland?', correct=0, chosen=5, rew=-1, eps=0.440, confidence=0.0769
INFO:root:[AutoTrain] ep=164, question='What is the capital of Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.437, confidence=-0.3189
INFO:root:[AutoTrain] ep=165, question='What are the main colors of the Polish flag?', correct=4, chosen=10, rew=-1, eps=0.435, confidence=-0.0380
INFO:root:[AutoTrain] ep=166, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.433, confidence=0.0741
INFO:root:[AutoTrain] ep=167, question='New Year's Day date?', correct=7, chosen=8, rew=-1, eps=0.431, confidence=-0.5127
INFO:root:[AutoTrain] ep=168, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.429, confidence=0.1922
INFO:root:[AutoTrain] ep=169, question='Painter of the Lady with an Ermine?', correct=1, chosen=0, rew=-1, eps=0.427, confidence=0.0769
INFO:root:[AutoTrain] ep=170, question='When is January 1 celebrated?', correct=7, chosen=10, rew=-1, eps=0.424, confidence=-0.0009
INFO:root:[AutoTrain] ep=171, question='What is the capital of Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.422, confidence=-0.3227
INFO:root:[AutoTrain] ep=172, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.420, confidence=0.0789
INFO:root:[AutoTrain] ep=173, question='University in Hradec Kralove?', correct=2, chosen=6, rew=-1, eps=0.418, confidence=0.0769
INFO:root:[AutoTrain] ep=174, question='Where will I be in 10 years?', correct=11, chosen=9, rew=-1, eps=0.416, confidence=0.0769
INFO:root:[AutoTrain] ep=175, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.414, confidence=0.3782
INFO:root:[AutoTrain] ep=176, question='What is UHK?', correct=2, chosen=11, rew=-1, eps=0.412, confidence=-0.3271
INFO:root:[AutoTrain] ep=177, question='Tell me about UHK', correct=2, chosen=10, rew=-1, eps=0.410, confidence=-0.2130
INFO:root:[AutoTrain] ep=178, question='Warsaw is the capital of which country?', correct=8, chosen=7, rew=-1, eps=0.408, confidence=0.0769
INFO:root:[AutoTrain] ep=179, question='Give me an example of a secure password.', correct=4, chosen=11, rew=-1, eps=0.406, confidence=-0.3092
INFO:root:[AutoTrain] ep=180, question='Where will I be in 10 years?', correct=11, chosen=1, rew=-1, eps=0.404, confidence=0.0769
INFO:root:[AutoTrain] ep=181, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.402, confidence=-0.2523
INFO:root:[AutoTrain] ep=182, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.400, confidence=-0.1927
INFO:root:[AutoTrain] ep=183, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.398, confidence=0.2316
INFO:root:[AutoTrain] ep=184, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.396, confidence=0.2382
INFO:root:[AutoTrain] ep=185, question='Capitol of Poland?', correct=0, chosen=10, rew=-1, eps=0.394, confidence=-0.1535
INFO:root:[AutoTrain] ep=186, question='When is New Year’s Day celebrated?', correct=7, chosen=3, rew=-1, eps=0.392, confidence=-0.4681
INFO:root:[AutoTrain] ep=187, question='What is the capital of Czech Republic?', correct=5, chosen=7, rew=-1, eps=0.390, confidence=0.0769
INFO:root:[AutoTrain] ep=188, question='Is there a university called UHK?', correct=2, chosen=12, rew=-1, eps=0.388, confidence=0.0769
INFO:root:[AutoTrain] ep=189, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.386, confidence=0.4178
INFO:root:[AutoTrain] ep=190, question='Warsaw is capital of what country?', correct=8, chosen=11, rew=-1, eps=0.384, confidence=0.0769
INFO:root:[AutoTrain] ep=191, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=0, rew=-1, eps=0.382, confidence=0.0769
INFO:root:[AutoTrain] ep=192, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.380, confidence=0.3839
INFO:root:[AutoTrain] ep=193, question='Czech Republic language?', correct=10, chosen=7, rew=-1, eps=0.378, confidence=0.0769
INFO:root:[AutoTrain] ep=194, question='Capitol of Poland?', correct=0, chosen=10, rew=-1, eps=0.376, confidence=-0.1790
INFO:root:[AutoTrain] ep=195, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.374, confidence=0.5543
INFO:root:[AutoTrain] ep=196, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.373, confidence=0.4842
INFO:root:[AutoTrain] ep=197, question='What are the main colors of the Polish flag?', correct=4, chosen=10, rew=-1, eps=0.371, confidence=-0.0983
INFO:root:[AutoTrain] ep=198, question='UHK university location?', correct=2, chosen=10, rew=-1, eps=0.369, confidence=-0.1409
INFO:root:[AutoTrain] ep=199, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.367, confidence=0.4379
INFO:root:[AutoTrain] ep=200, question='Which language is spoken in the Czech Republic?', correct=10, chosen=5, rew=-1, eps=0.365, confidence=0.0769
INFO:root:[AutoTrain] ep=201, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.363, confidence=0.3249
INFO:root:[AutoTrain] ep=202, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.361, confidence=0.1243
INFO:root:[AutoTrain] ep=203, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.360, confidence=0.4910
INFO:root:[AutoTrain] ep=204, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=11, rew=-1, eps=0.358, confidence=-0.2324
INFO:root:[AutoTrain] ep=205, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.356, confidence=-0.1272
INFO:root:[AutoTrain] ep=206, question='Explain the concept of gravity in simple terms.', correct=4, chosen=10, rew=-1, eps=0.354, confidence=-0.1703
INFO:root:[AutoTrain] ep=207, question='What is the next winning lottery number?', correct=11, chosen=0, rew=-1, eps=0.353, confidence=0.0769
INFO:root:[AutoTrain] ep=208, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.351, confidence=-0.2002
INFO:root:[AutoTrain] ep=209, question='When is New Year’s Day celebrated?', correct=7, chosen=3, rew=-1, eps=0.349, confidence=-0.5164
INFO:root:[AutoTrain] ep=210, question='What is the capital of Poland?', correct=0, chosen=8, rew=-1, eps=0.347, confidence=-0.1827
INFO:root:[AutoTrain] ep=211, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.346, confidence=0.0464
INFO:root:[AutoTrain] ep=212, question='Which language is spoken in Czech Republic?', correct=10, chosen=6, rew=-1, eps=0.344, confidence=0.0769
INFO:root:[AutoTrain] ep=213, question='Give me an example of a secure password.', correct=4, chosen=11, rew=-1, eps=0.342, confidence=-0.2755
INFO:root:[AutoTrain] ep=214, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=11, rew=-1, eps=0.340, confidence=-0.1988
INFO:root:[AutoTrain] ep=215, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.339, confidence=-0.3514
INFO:root:[AutoTrain] ep=216, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.337, confidence=-0.0493
INFO:root:[AutoTrain] ep=217, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.335, confidence=0.4646
INFO:root:[AutoTrain] ep=218, question='When is New Year’s Day celebrated?', correct=7, chosen=3, rew=-1, eps=0.334, confidence=-0.5783
INFO:root:[AutoTrain] ep=219, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.332, confidence=0.4583
INFO:root:[AutoTrain] ep=220, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.330, confidence=-0.0118
INFO:root:[AutoTrain] ep=221, question='What is the capital of the Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.329, confidence=-0.6056
INFO:root:[AutoTrain] ep=222, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.327, confidence=0.5277
INFO:root:[AutoTrain] ep=223, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.325, confidence=-0.1707
INFO:root:[AutoTrain] ep=224, question='What is the capital of the Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.324, confidence=-0.6063
INFO:root:[AutoTrain] ep=225, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.322, confidence=-0.5058
INFO:root:[AutoTrain] ep=226, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.321, confidence=-0.1704
INFO:root:[AutoTrain] ep=227, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=1, rew=-1, eps=0.319, confidence=0.0769
INFO:root:[AutoTrain] ep=228, question='What is capital of Germany?', correct=6, chosen=9, rew=-1, eps=0.317, confidence=0.0769
INFO:root:[AutoTrain] ep=229, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.316, confidence=0.0769
INFO:root:[AutoTrain] ep=230, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.314, confidence=0.5356
INFO:root:[AutoTrain] ep=231, question='Explain the concept of gravity in simple terms.', correct=4, chosen=3, rew=-1, eps=0.313, confidence=-0.4034
INFO:root:[AutoTrain] ep=232, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.311, confidence=0.7438
INFO:root:[AutoTrain] ep=233, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.309, confidence=-0.3957
INFO:root:[AutoTrain] ep=234, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=5, rew=-1, eps=0.308, confidence=0.0769
INFO:root:[AutoTrain] ep=235, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.306, confidence=0.5732
INFO:root:[AutoTrain] ep=236, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=8, rew=-1, eps=0.305, confidence=-0.3537
INFO:root:[AutoTrain] ep=237, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=2, rew=-1, eps=0.303, confidence=0.0769
INFO:root:[AutoTrain] ep=238, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=11, rew=-1, eps=0.302, confidence=-0.3208
INFO:root:[AutoTrain] ep=239, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.300, confidence=0.0433
INFO:root:[AutoTrain] ep=240, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.299, confidence=0.0769
INFO:root:[AutoTrain] ep=241, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.297, confidence=-0.2316
INFO:root:[AutoTrain] ep=242, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.296, confidence=0.6387
INFO:root:[AutoTrain] ep=243, question='What is the capital of Czech Republic?', correct=5, chosen=10, rew=-1, eps=0.294, confidence=-0.5742
INFO:root:[AutoTrain] ep=244, question='Give me an example of a secure password.', correct=4, chosen=11, rew=-1, eps=0.293, confidence=-0.3326
INFO:root:[AutoTrain] ep=245, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=3, rew=-1, eps=0.291, confidence=-0.5037
INFO:root:[AutoTrain] ep=246, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.290, confidence=-0.2147
INFO:root:[AutoTrain] ep=247, question='Who will be the next president of Poland?', correct=11, chosen=10, rew=-1, eps=0.288, confidence=-0.2958
INFO:root:[AutoTrain] ep=248, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.287, confidence=0.0769
INFO:root:[AutoTrain] ep=249, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.286, confidence=0.9190
INFO:root:[AutoTrain] ep=250, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.284, confidence=-0.2972
INFO:root:[AutoTrain] ep=251, question='Capital of Poland is? ', correct=0, chosen=8, rew=-1, eps=0.283, confidence=0.0769
INFO:root:[AutoTrain] ep=252, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.281, confidence=-0.6336
INFO:root:[AutoTrain] ep=253, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=11, rew=-1, eps=0.280, confidence=-0.1160
INFO:root:[AutoTrain] ep=254, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.279, confidence=-0.3671
INFO:root:[AutoTrain] ep=255, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.277, confidence=1.0297
INFO:root:[AutoTrain] ep=256, question='Explain the concept of gravity in simple terms.', correct=4, chosen=9, rew=-1, eps=0.276, confidence=-0.4335
INFO:root:[AutoTrain] ep=257, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.274, confidence=-0.3270
INFO:root:[AutoTrain] ep=258, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.273, confidence=-0.1361
INFO:root:[AutoTrain] ep=259, question='Explain the concept of gravity in simple terms.', correct=4, chosen=8, rew=-1, eps=0.272, confidence=0.0769
INFO:root:[AutoTrain] ep=260, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.270, confidence=-0.5427
INFO:root:[AutoTrain] ep=261, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.269, confidence=0.4653
INFO:root:[AutoTrain] ep=262, question='What is capital of Germany?', correct=6, chosen=11, rew=-1, eps=0.268, confidence=-0.1552
