INFO:root:[AutoTrain] ep=0, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.995
INFO:root:[AutoTrain] ep=238, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=239, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=240, question='How many days does February have in a leap year?', correct=3, chosen=0, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=241, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=242, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=243, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=244, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=245, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=246, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=247, question='Berlin is capital of which country?', correct=12, chosen=12, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=248, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=249, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=250, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=251, question='How many planets will be discovered in the future?', correct=11, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=252, question='What is the capital of the Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=253, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=254, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=255, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=256, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=257, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=258, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=259, question='What is the capital of Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=260, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=261, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=262, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=263, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=264, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=265, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=266, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=267, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=268, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=269, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=270, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=271, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=272, question='How many days does February have in a leap year?', correct=3, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=273, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=274, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=275, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=276, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=277, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=278, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=279, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=280, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=281, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=282, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=283, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=284, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=285, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=286, question='What is the capital of Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=287, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=288, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=289, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=290, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=291, question='What is the capital of the Czech Republic?', correct=5, chosen=4, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=292, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=293, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=294, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=295, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=296, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=297, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=298, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=299, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=300, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=301, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=302, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=303, question='Berlin is capital of which country?', correct=12, chosen=12, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=304, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=305, question='What is the capital of the Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=306, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=307, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=308, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=309, question='Give me an example of a secure password.', correct=4, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=310, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=311, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=312, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=313, question='What is the capital of the Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=314, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=315, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=316, question='Berlin is capital of which country?', correct=12, chosen=12, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=317, question='What is the capital of Czech Republic?', correct=5, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=318, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=319, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=320, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=321, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=322, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=323, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=324, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=325, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=326, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=327, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=328, question='Give me an example of a secure password.', correct=4, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=329, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=330, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=331, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=332, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=333, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=334, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=335, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=336, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=337, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=338, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=339, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=340, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=341, question='What is the capital of the Czech Republic?', correct=5, chosen=11, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=342, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=343, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=344, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=345, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=346, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=347, question='Explain the concept of gravity in simple terms.', correct=4, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=348, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=349, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=350, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=351, question='Berlin is capital of which country?', correct=12, chosen=12, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=352, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=353, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=354, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=355, question='Explain the concept of gravity in simple terms.', correct=4, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=356, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=357, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=358, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=359, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=360, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=361, question='Explain the concept of gravity in simple terms.', correct=4, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=362, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=363, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=364, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=365, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=366, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=367, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=368, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=369, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=370, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=371, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=372, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=373, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=374, question='Explain the concept of gravity in simple terms.', correct=4, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=375, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=376, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=377, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=378, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=379, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=380, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=381, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=382, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=383, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=384, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=385, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=386, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=387, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=388, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=389, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=390, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=391, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=392, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=393, question='What is the capital of Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=394, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=395, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=396, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=397, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=398, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=399, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=400, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=401, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=402, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=403, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=404, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=405, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=406, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=407, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=408, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=409, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=410, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=411, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=412, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=413, question='Name Poland' s capital city', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=414, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=415, question='What is the capital of Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=416, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=417, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=418, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=419, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=420, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=421, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=422, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=423, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=424, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=10, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=425, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=426, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=427, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=428, question='Give me an example of a secure password.', correct=4, chosen=11, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=429, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=430, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=431, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=432, question='How many days does February have in a leap year?', correct=3, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=433, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=434, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=435, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=436, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=437, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=438, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=439, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=440, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=441, question='What is the capital of the Czech Republic?', correct=5, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=442, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=443, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=444, question='What is the capital of Czech Republic?', correct=5, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=445, question='What is the name of university in Hradec Kralove?', correct=2, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=446, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=447, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=448, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=10, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=449, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=450, question='Explain the concept of gravity in simple terms.', correct=4, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=451, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=452, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=453, question='Explain the concept of gravity in simple terms.', correct=4, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=454, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=455, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=456, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=457, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=458, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=459, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=460, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=461, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=462, question='Give me an example of a secure password.', correct=4, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=463, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=464, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=465, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=466, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=467, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=468, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=469, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=470, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=471, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=472, question='What is the capital of the Czech Republic?', correct=5, chosen=11, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=473, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=474, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
