INFO:root:[AutoTrain] ep=0, question='Where is the capital city of Poland?', correct=0, chosen=(8, 0.0), rew=-1, eps=0.995
INFO:root:[AutoTrain] ep=1, question='What is the language used in the Czech Republic?', correct=10, chosen=(0, 0.0), rew=-1, eps=0.990
INFO:root:[AutoTrain] ep=2, question='How does a leap year work? ', correct=4, chosen=(9, 0.0), rew=-1, eps=0.985
INFO:root:[AutoTrain] ep=3, question='How many days does February have in a leap year?', correct=3, chosen=(7, 0.0), rew=-1, eps=0.980
INFO:root:[AutoTrain] ep=4, question='Which language do Czechs speak?', correct=10, chosen=(1, 0.0), rew=-1, eps=0.975
INFO:root:[AutoTrain] ep=5, question='Which language do people speak in Czech Republic?', correct=10, chosen=(8, 0.0), rew=-1, eps=0.970
INFO:root:[AutoTrain] ep=6, question='What is the capital of Czech Republic?', correct=5, chosen=(2, 0.0), rew=-1, eps=0.966
INFO:root:[AutoTrain] ep=7, question='What are the main colors of the Polish flag?', correct=4, chosen=(4, 0.0), rew=-1, eps=0.961
INFO:root:[AutoTrain] ep=8, question='Give me an example of a secure password.', correct=4, chosen=(5, 0.0), rew=-1, eps=0.956
INFO:root:[AutoTrain] ep=9, question='University in Hradec Kralove?', correct=2, chosen=(1, 0.0), rew=-1, eps=0.951
INFO:root:[AutoTrain] ep=10, question='How many days in leap year February?', correct=3, chosen=(3, 0.0), rew=-1, eps=0.946
INFO:root:[AutoTrain] ep=11, question='Who will be the next president of Poland?', correct=11, chosen=(0, 0.0), rew=-1, eps=0.942
INFO:root:[AutoTrain] ep=12, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=(5, 0.0), rew=-1, eps=0.937
INFO:root:[AutoTrain] ep=13, question='What is the capital of Poland?', correct=0, chosen=(4, 0.0), rew=-1, eps=0.932
INFO:root:[AutoTrain] ep=14, question='Which language is spoken in Czech Republic?', correct=10, chosen=(6, 0.0), rew=-1, eps=0.928
INFO:root:[AutoTrain] ep=15, question='New Year's Day date?', correct=7, chosen=(6, 0.0), rew=-1, eps=0.923
INFO:root:[AutoTrain] ep=16, question='Which language is spoken in Czech Republic?', correct=10, chosen=(2, 0.0), rew=-1, eps=0.918
INFO:root:[AutoTrain] ep=17, question='What is the capital of Poland?', correct=0, chosen=(1, 0.0), rew=-1, eps=0.914
INFO:root:[AutoTrain] ep=18, question='Who will be the next president of Poland?', correct=11, chosen=(12, 0.0), rew=-1, eps=0.909
INFO:root:[AutoTrain] ep=19, question='Is there a university called UHK?', correct=2, chosen=(5, 0.0), rew=-1, eps=0.905
INFO:root:[AutoTrain] ep=20, question='Warsaw is capital of what country?', correct=8, chosen=(10, 0.0), rew=-1, eps=0.900
INFO:root:[AutoTrain] ep=21, question='Lady with Ermine location?', correct=8, chosen=(1, 0.0), rew=-1, eps=0.896
INFO:root:[AutoTrain] ep=22, question='What is the next winning lottery number?', correct=11, chosen=(9, 0.0), rew=-1, eps=0.891
INFO:root:[AutoTrain] ep=23, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=(4, 0.0), rew=-1, eps=0.887
INFO:root:[AutoTrain] ep=24, question='What is the capital of the Czech Republic?', correct=5, chosen=(7, 0.0), rew=-1, eps=0.882
INFO:root:[AutoTrain] ep=25, question='Which language do people speak in Czech Republic?', correct=10, chosen=(5, 1.0256591943619795), rew=-1, eps=0.878
INFO:root:[AutoTrain] ep=26, question='What language do people speak in Czechia?', correct=10, chosen=(9, 0.0), rew=-1, eps=0.873
INFO:root:[AutoTrain] ep=27, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=(5, 10.933402106369346), rew=-1, eps=0.869
INFO:root:[AutoTrain] ep=28, question='What is the difference between a city and a country?', correct=4, chosen=(11, 0.0), rew=-1, eps=0.865
INFO:root:[AutoTrain] ep=29, question='Czech Republic official language?', correct=10, chosen=(7, 0.0), rew=-1, eps=0.860
INFO:root:[AutoTrain] ep=30, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=(1, 0.0), rew=-1, eps=0.856
INFO:root:[AutoTrain] ep=0, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=10, rew=-1, eps=0.995
INFO:root:[AutoTrain] ep=363, question='Where will I be in 10 years?', correct=11, chosen=7, rew=-1, eps=0.161
INFO:root:[AutoTrain] ep=364, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.160
INFO:root:[AutoTrain] ep=365, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.160
INFO:root:[AutoTrain] ep=366, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=11, rew=-1, eps=0.159
INFO:root:[AutoTrain] ep=367, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.158
INFO:root:[AutoTrain] ep=368, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.157
INFO:root:[AutoTrain] ep=369, question='Warsaw is capital of what country?', correct=8, chosen=7, rew=-1, eps=0.157
INFO:root:[AutoTrain] ep=370, question='What is the capital of the Czech Republic?', correct=5, chosen=11, rew=-1, eps=0.156
INFO:root:[AutoTrain] ep=371, question='Lady with Ermine location?', correct=8, chosen=7, rew=-1, eps=0.155
INFO:root:[AutoTrain] ep=372, question='What is Poland's capital?', correct=0, chosen=11, rew=-1, eps=0.154
INFO:root:[AutoTrain] ep=373, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=6, rew=-1, eps=0.153
INFO:root:[AutoTrain] ep=374, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.153
INFO:root:[AutoTrain] ep=375, question='Czech Republic language?', correct=10, chosen=9, rew=-1, eps=0.152
INFO:root:[AutoTrain] ep=376, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=11, rew=-1, eps=0.151
INFO:root:[AutoTrain] ep=377, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.150
INFO:root:[AutoTrain] ep=378, question='Berlin is capital of which country?', correct=12, chosen=6, rew=-1, eps=0.150
INFO:root:[AutoTrain] ep=379, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.149
INFO:root:[AutoTrain] ep=380, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.148
INFO:root:[AutoTrain] ep=381, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.147
INFO:root:[AutoTrain] ep=382, question='What is the capital of the Czech Republic?', correct=5, chosen=5, rew=1, eps=0.147
INFO:root:[AutoTrain] ep=383, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=11, rew=-1, eps=0.146
INFO:root:[AutoTrain] ep=384, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.145
INFO:root:[AutoTrain] ep=385, question='How many days in leap year February?', correct=3, chosen=0, rew=-1, eps=0.144
INFO:root:[AutoTrain] ep=386, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=7, rew=-1, eps=0.144
INFO:root:[AutoTrain] ep=387, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.143
INFO:root:[AutoTrain] ep=388, question='Tell me about UHK', correct=2, chosen=7, rew=-1, eps=0.142
INFO:root:[AutoTrain] ep=389, question='What is UHK?', correct=2, chosen=11, rew=-1, eps=0.142
INFO:root:[AutoTrain] ep=390, question='What is UHK?', correct=2, chosen=11, rew=-1, eps=0.141
INFO:root:[AutoTrain] ep=391, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.140
INFO:root:[AutoTrain] ep=392, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.139
INFO:root:[AutoTrain] ep=393, question='What is the difference between a city and a country?', correct=4, chosen=11, rew=-1, eps=0.139
INFO:root:[AutoTrain] ep=394, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=6, rew=-1, eps=0.138
INFO:root:[AutoTrain] ep=395, question='What is the next winning lottery number?', correct=11, chosen=7, rew=-1, eps=0.137
INFO:root:[AutoTrain] ep=396, question='Where is the capital city of Poland?', correct=0, chosen=11, rew=-1, eps=0.137
INFO:root:[AutoTrain] ep=397, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=7, rew=-1, eps=0.136
INFO:root:[AutoTrain] ep=398, question='What is the next winning lottery number?', correct=11, chosen=7, rew=-1, eps=0.135
INFO:root:[AutoTrain] ep=399, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=11, rew=-1, eps=0.135
INFO:root:[AutoTrain] ep=400, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.134
INFO:root:[AutoTrain] ep=401, question='Capitol of Poland?', correct=0, chosen=1, rew=-1, eps=0.133
INFO:root:[AutoTrain] ep=402, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.133
INFO:root:[AutoTrain] ep=403, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.132
INFO:root:[AutoTrain] ep=404, question='Berlin is capital of which country?', correct=12, chosen=6, rew=-1, eps=0.131
INFO:root:[AutoTrain] ep=405, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.131
INFO:root:[AutoTrain] ep=406, question='Capital of Poland is? ', correct=0, chosen=3, rew=-1, eps=0.130
INFO:root:[AutoTrain] ep=407, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=7, rew=-1, eps=0.129
INFO:root:[AutoTrain] ep=408, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.129
INFO:root:[AutoTrain] ep=409, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.128
INFO:root:[AutoTrain] ep=410, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=6, rew=-1, eps=0.127
INFO:root:[AutoTrain] ep=411, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.127
INFO:root:[AutoTrain] ep=412, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=3, rew=-1, eps=0.126
INFO:root:[AutoTrain] ep=413, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.126
INFO:root:[AutoTrain] ep=414, question='Czech Republic language?', correct=10, chosen=11, rew=-1, eps=0.125
INFO:root:[AutoTrain] ep=415, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=1, rew=-1, eps=0.124
INFO:root:[AutoTrain] ep=416, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.124
INFO:root:[AutoTrain] ep=417, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.123
INFO:root:[AutoTrain] ep=418, question='What is the name of university in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.122
INFO:root:[AutoTrain] ep=419, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.122
INFO:root:[AutoTrain] ep=420, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=5, rew=-1, eps=0.121
INFO:root:[AutoTrain] ep=421, question='Capital of Poland is? ', correct=0, chosen=11, rew=-1, eps=0.121
INFO:root:[AutoTrain] ep=422, question='What is the capital of Poland?', correct=0, chosen=4, rew=-1, eps=0.120
INFO:root:[AutoTrain] ep=423, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.119
INFO:root:[AutoTrain] ep=424, question='When is January 1 celebrated?', correct=7, chosen=6, rew=-1, eps=0.119
INFO:root:[AutoTrain] ep=425, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.118
INFO:root:[AutoTrain] ep=426, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.118
INFO:root:[AutoTrain] ep=427, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.117
INFO:root:[AutoTrain] ep=428, question='What is the name of university in Hradec Kralove?', correct=2, chosen=11, rew=-1, eps=0.116
INFO:root:[AutoTrain] ep=429, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.116
INFO:root:[AutoTrain] ep=430, question='What is UHK?', correct=2, chosen=11, rew=-1, eps=0.115
INFO:root:[AutoTrain] ep=431, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.115
INFO:root:[AutoTrain] ep=432, question='What is Poland's capital?', correct=0, chosen=7, rew=-1, eps=0.114
INFO:root:[AutoTrain] ep=433, question='What are the main colors of the Polish flag?', correct=4, chosen=5, rew=-1, eps=0.114
INFO:root:[AutoTrain] ep=434, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.113
INFO:root:[AutoTrain] ep=435, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=4, rew=-1, eps=0.112
INFO:root:[AutoTrain] ep=436, question='Which country has Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.112
INFO:root:[AutoTrain] ep=437, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=9, rew=-1, eps=0.111
INFO:root:[AutoTrain] ep=438, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.111
INFO:root:[AutoTrain] ep=439, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.110
INFO:root:[AutoTrain] ep=440, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=11, rew=-1, eps=0.110
INFO:root:[AutoTrain] ep=441, question='How does a leap year work? ', correct=4, chosen=9, rew=-1, eps=0.109
INFO:root:[AutoTrain] ep=442, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.109
INFO:root:[AutoTrain] ep=443, question='What is Poland's capital?', correct=0, chosen=12, rew=-1, eps=0.108
INFO:root:[AutoTrain] ep=444, question='University in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.107
INFO:root:[AutoTrain] ep=445, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=11, rew=-1, eps=0.107
INFO:root:[AutoTrain] ep=446, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.106
INFO:root:[AutoTrain] ep=447, question='Which country has Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.106
INFO:root:[AutoTrain] ep=448, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.105
INFO:root:[AutoTrain] ep=449, question='What is UHK?', correct=2, chosen=11, rew=-1, eps=0.105
INFO:root:[AutoTrain] ep=450, question='What is the capital of Poland?', correct=0, chosen=12, rew=-1, eps=0.104
INFO:root:[AutoTrain] ep=451, question='How many planets will be discovered in the future?', correct=11, chosen=7, rew=-1, eps=0.104
INFO:root:[AutoTrain] ep=452, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.103
INFO:root:[AutoTrain] ep=453, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.103
INFO:root:[AutoTrain] ep=454, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.102
INFO:root:[AutoTrain] ep=455, question='What is the difference between a city and a country?', correct=4, chosen=11, rew=-1, eps=0.102
INFO:root:[AutoTrain] ep=456, question='Which country has Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.101
INFO:root:[AutoTrain] ep=457, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.101
INFO:root:[AutoTrain] ep=458, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.100
INFO:root:[AutoTrain] ep=459, question='Capital of Poland is? ', correct=0, chosen=3, rew=-1, eps=0.100
INFO:root:[AutoTrain] ep=460, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.099
INFO:root:[AutoTrain] ep=461, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=9, rew=-1, eps=0.099
INFO:root:[AutoTrain] ep=462, question='What is the difference between a city and a country?', correct=4, chosen=11, rew=-1, eps=0.098
INFO:root:[AutoTrain] ep=463, question='Warsaw is capital of what country?', correct=8, chosen=7, rew=-1, eps=0.098
INFO:root:[AutoTrain] ep=464, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.097
INFO:root:[AutoTrain] ep=465, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=11, rew=-1, eps=0.097
INFO:root:[AutoTrain] ep=466, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.096
INFO:root:[AutoTrain] ep=467, question='Where is the capital city of Poland?', correct=0, chosen=9, rew=-1, eps=0.096
INFO:root:[AutoTrain] ep=468, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.095
INFO:root:[AutoTrain] ep=469, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.095
INFO:root:[AutoTrain] ep=470, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.094
INFO:root:[AutoTrain] ep=471, question='How many planets will be discovered in the future?', correct=11, chosen=7, rew=-1, eps=0.094
INFO:root:[AutoTrain] ep=472, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=9, rew=-1, eps=0.093
INFO:root:[AutoTrain] ep=473, question='Give me an example of a secure password.', correct=4, chosen=11, rew=-1, eps=0.093
INFO:root:[AutoTrain] ep=474, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.092
INFO:root:[AutoTrain] ep=475, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.092
INFO:root:[AutoTrain] ep=476, question='University in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.092
INFO:root:[AutoTrain] ep=477, question='What is the name of university in Hradec Kralove?', correct=2, chosen=11, rew=-1, eps=0.091
INFO:root:[AutoTrain] ep=478, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.091
INFO:root:[AutoTrain] ep=479, question='How does a leap year work? ', correct=4, chosen=3, rew=-1, eps=0.090
INFO:root:[AutoTrain] ep=480, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.090
INFO:root:[AutoTrain] ep=481, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.089
INFO:root:[AutoTrain] ep=482, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.089
INFO:root:[AutoTrain] ep=483, question='Which language is spoken in Czech Republic?', correct=10, chosen=1, rew=-1, eps=0.088
INFO:root:[AutoTrain] ep=484, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.088
INFO:root:[AutoTrain] ep=485, question='Where is the capital city of Poland?', correct=0, chosen=9, rew=-1, eps=0.088
INFO:root:[AutoTrain] ep=486, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.087
INFO:root:[AutoTrain] ep=487, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.087
INFO:root:[AutoTrain] ep=488, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.086
INFO:root:[AutoTrain] ep=489, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.086
INFO:root:[AutoTrain] ep=490, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.085
INFO:root:[AutoTrain] ep=491, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=4, rew=-1, eps=0.085
INFO:root:[AutoTrain] ep=492, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=7, rew=-1, eps=0.084
INFO:root:[AutoTrain] ep=493, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.084
INFO:root:[AutoTrain] ep=494, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=1, rew=-1, eps=0.084
INFO:root:[AutoTrain] ep=495, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.083
INFO:root:[AutoTrain] ep=496, question='What is UHK?', correct=2, chosen=11, rew=-1, eps=0.083
INFO:root:[AutoTrain] ep=497, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=2, rew=-1, eps=0.082
INFO:root:[AutoTrain] ep=498, question='Explain the concept of gravity in simple terms.', correct=4, chosen=11, rew=-1, eps=0.082
INFO:root:[AutoTrain] ep=499, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.082
INFO:root:[AutoTrain] ep=500, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.081
INFO:root:[AutoTrain] ep=501, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.081
INFO:root:[AutoTrain] ep=502, question='Capitol of Poland?', correct=0, chosen=1, rew=-1, eps=0.080
INFO:root:[AutoTrain] ep=503, question='What is UHK?', correct=2, chosen=8, rew=-1, eps=0.080
INFO:root:[AutoTrain] ep=504, question='What is the difference between a city and a country?', correct=4, chosen=3, rew=-1, eps=0.080
INFO:root:[AutoTrain] ep=505, question='Capital of Poland is? ', correct=0, chosen=9, rew=-1, eps=0.079
INFO:root:[AutoTrain] ep=506, question='How many planets will be discovered in the future?', correct=11, chosen=0, rew=-1, eps=0.079
INFO:root:[AutoTrain] ep=507, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.078
INFO:root:[AutoTrain] ep=508, question='Which country has Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.078
INFO:root:[AutoTrain] ep=509, question='Where will I be in 10 years?', correct=11, chosen=5, rew=-1, eps=0.078
INFO:root:[AutoTrain] ep=510, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.077
INFO:root:[AutoTrain] ep=511, question='UHK university location?', correct=2, chosen=10, rew=-1, eps=0.077
INFO:root:[AutoTrain] ep=512, question='UHK university location?', correct=2, chosen=10, rew=-1, eps=0.076
INFO:root:[AutoTrain] ep=513, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.076
INFO:root:[AutoTrain] ep=514, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.076
INFO:root:[AutoTrain] ep=515, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.075
INFO:root:[AutoTrain] ep=516, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.075
INFO:root:[AutoTrain] ep=517, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.075
INFO:root:[AutoTrain] ep=518, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.074
INFO:root:[AutoTrain] ep=519, question='What language do people speak in Czechia?', correct=10, chosen=12, rew=-1, eps=0.074
INFO:root:[AutoTrain] ep=520, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.073
INFO:root:[AutoTrain] ep=521, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.073
INFO:root:[AutoTrain] ep=522, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.073
INFO:root:[AutoTrain] ep=523, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=11, rew=-1, eps=0.072
INFO:root:[AutoTrain] ep=524, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.072
INFO:root:[AutoTrain] ep=525, question='What is the capital of Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.072
INFO:root:[AutoTrain] ep=526, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.071
INFO:root:[AutoTrain] ep=527, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.071
INFO:root:[AutoTrain] ep=528, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.071
INFO:root:[AutoTrain] ep=529, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.070
INFO:root:[AutoTrain] ep=530, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.070
INFO:root:[AutoTrain] ep=531, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=5, rew=-1, eps=0.069
INFO:root:[AutoTrain] ep=532, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.069
INFO:root:[AutoTrain] ep=533, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.069
INFO:root:[AutoTrain] ep=534, question='What is Poland's capital?', correct=0, chosen=11, rew=-1, eps=0.068
INFO:root:[AutoTrain] ep=535, question='Warsaw is capital of what country?', correct=8, chosen=7, rew=-1, eps=0.068
INFO:root:[AutoTrain] ep=536, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.068
INFO:root:[AutoTrain] ep=537, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.067
INFO:root:[AutoTrain] ep=538, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.067
INFO:root:[AutoTrain] ep=539, question='What is the capital of the Czech Republic?', correct=5, chosen=5, rew=1, eps=0.067
INFO:root:[AutoTrain] ep=540, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.066
INFO:root:[AutoTrain] ep=541, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.066
INFO:root:[AutoTrain] ep=542, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.066
INFO:root:[AutoTrain] ep=543, question='Warsaw is the capital of which country?', correct=8, chosen=2, rew=-1, eps=0.065
INFO:root:[AutoTrain] ep=544, question='Warsaw is the capital of what country?', correct=8, chosen=7, rew=-1, eps=0.065
INFO:root:[AutoTrain] ep=545, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=1, rew=-1, eps=0.065
INFO:root:[AutoTrain] ep=546, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=1, rew=-1, eps=0.064
INFO:root:[AutoTrain] ep=547, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.064
INFO:root:[AutoTrain] ep=548, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=5, rew=-1, eps=0.064
INFO:root:[AutoTrain] ep=549, question='Which country has Lady with an Ermine?', correct=8, chosen=1, rew=-1, eps=0.063
INFO:root:[AutoTrain] ep=550, question='Berlin is capital of which country?', correct=12, chosen=2, rew=-1, eps=0.063
INFO:root:[AutoTrain] ep=551, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.063
INFO:root:[AutoTrain] ep=552, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.063
INFO:root:[AutoTrain] ep=553, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.062
INFO:root:[AutoTrain] ep=554, question='Berlin is capital of which country?', correct=12, chosen=2, rew=-1, eps=0.062
INFO:root:[AutoTrain] ep=555, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=2, rew=-1, eps=0.062
INFO:root:[AutoTrain] ep=556, question='What is the capital of Poland?', correct=0, chosen=11, rew=-1, eps=0.061
INFO:root:[AutoTrain] ep=557, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=1, rew=-1, eps=0.061
INFO:root:[AutoTrain] ep=558, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.061
INFO:root:[AutoTrain] ep=559, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.060
INFO:root:[AutoTrain] ep=560, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.060
INFO:root:[AutoTrain] ep=561, question='Where will I be in 10 years?', correct=11, chosen=2, rew=-1, eps=0.060
INFO:root:[AutoTrain] ep=562, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=5, rew=-1, eps=0.059
INFO:root:[AutoTrain] ep=563, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=11, rew=-1, eps=0.059
INFO:root:[AutoTrain] ep=564, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.059
